Entity,Code,Day,cum_excess_per_million_proj_all_ages
Cuba,CUB,2022-09-30,5028.5415
Cuba,CUB,2022-10-31,5038.0845
Cuba,CUB,2022-11-30,5010.7217
Cuba,CUB,2022-12-31,5058.7227
Cuba,CUB,2023-01-31,5077.2495
Cuba,CUB,2023-02-28,4977.45
Cuba,CUB,2023-03-31,4938.538
Cuba,CUB,2023-04-30,4890.675
Cuba,CUB,2023-05-31,4877.1685
Cuba,CUB,2023-06-30,4916.563
Cuba,CUB,2023-07-31,4928.712
Cuba,CUB,2023-08-31,4907.469
Cuba,CUB,2023-09-30,4858.32
Cuba,CUB,2023-10-31,4841.4897
Cuba,CUB,2023-11-30,4808.42
Cuba,CUB,2023-12-31,4898.268
Cyprus,CYP,2020-01-05,12.201631
Cyprus,CYP,2020-01-12,18.74688
Cyprus,CYP,2020-01-19,32.24139
Cyprus,CYP,2020-01-26,36.362473
Cyprus,CYP,2020-02-02,46.947994
Cyprus,CYP,2020-02-09,35.06959
Cyprus,CYP,2020-02-16,10.747142
Cyprus,CYP,2020-02-23,17.615606
Cyprus,CYP,2020-03-01,18.504473
Cyprus,CYP,2020-03-08,8.727005
Cyprus,CYP,2020-03-15,9.131033
Cyprus,CYP,2020-03-22,17.29239
Cyprus,CYP,2020-03-29,33.37268
Cyprus,CYP,2020-04-05,38.30181
Cyprus,CYP,2020-04-12,32.079792
Cyprus,CYP,2020-04-19,33.453484
Cyprus,CYP,2020-04-26,27.877905
Cyprus,CYP,2020-05-03,27.635487
Cyprus,CYP,2020-05-10,29.170792
Cyprus,CYP,2020-05-17,58.341564
Cyprus,CYP,2020-05-24,116.11748
Cyprus,CYP,2020-05-31,116.35989
Cyprus,CYP,2020-06-07,135.51079
Cyprus,CYP,2020-06-14,131.71294
Cyprus,CYP,2020-06-21,121.61225
Cyprus,CYP,2020-06-28,121.20822
Cyprus,CYP,2020-07-05,127.75346
Cyprus,CYP,2020-07-12,119.59211
Cyprus,CYP,2020-07-19,120.48097
Cyprus,CYP,2020-07-26,128.96555
Cyprus,CYP,2020-08-02,135.51079
Cyprus,CYP,2020-08-09,117.65278
Cyprus,CYP,2020-08-16,119.99614
Cyprus,CYP,2020-08-23,121.046616
Cyprus,CYP,2020-08-30,118.38003
Cyprus,CYP,2020-09-06,111.834785
Cyprus,CYP,2020-09-13,122.905136
Cyprus,CYP,2020-09-20,122.01627
Cyprus,CYP,2020-09-27,121.289024
Cyprus,CYP,2020-10-04,128.64232
Cyprus,CYP,2020-10-11,129.53119
Cyprus,CYP,2020-10-18,130.90488
Cyprus,CYP,2020-10-25,139.38945
Cyprus,CYP,2020-11-01,139.79347
Cyprus,CYP,2020-11-08,148.43965
Cyprus,CYP,2020-11-15,154.17685
Cyprus,CYP,2020-11-22,156.84343
Cyprus,CYP,2020-11-29,168.237
Cyprus,CYP,2020-12-06,183.50923
Cyprus,CYP,2020-12-13,212.68001
Cyprus,CYP,2020-12-20,228.11386
Cyprus,CYP,2020-12-27,238.86098
Cyprus,CYP,2021-01-03,269.9742
Cyprus,CYP,2021-01-10,294.97034
Cyprus,CYP,2021-01-17,277.36856
Cyprus,CYP,2021-01-24,273.9125
Cyprus,CYP,2021-01-31,283.6377
Cyprus,CYP,2021-02-07,286.12927
Cyprus,CYP,2021-02-14,249.39865
Cyprus,CYP,2021-02-21,246.10333
Cyprus,CYP,2021-02-28,241.6828
Cyprus,CYP,2021-03-07,226.49223
Cyprus,CYP,2021-03-14,218.37451
Cyprus,CYP,2021-03-21,222.79504
Cyprus,CYP,2021-03-28,220.46423
Cyprus,CYP,2021-04-04,234.04733
Cyprus,CYP,2021-04-11,253.41731
Cyprus,CYP,2021-04-18,289.82645
Cyprus,CYP,2021-04-25,311.28616
Cyprus,CYP,2021-05-02,328.24493
Cyprus,CYP,2021-05-09,353.7233
Cyprus,CYP,2021-05-16,355.2504
Cyprus,CYP,2021-05-23,351.3121
Cyprus,CYP,2021-05-30,355.73264
Cyprus,CYP,2021-06-06,363.20737
Cyprus,CYP,2021-06-13,369.3961
Cyprus,CYP,2021-06-20,381.69324
Cyprus,CYP,2021-06-27,378.88016
Cyprus,CYP,2021-07-04,403.39404
Cyprus,CYP,2021-07-11,423.56775
Cyprus,CYP,2021-07-18,439.56207
Cyprus,CYP,2021-07-25,475.0067
Cyprus,CYP,2021-08-01,519.61395
Cyprus,CYP,2021-08-08,571.1333
Cyprus,CYP,2021-08-15,615.2583
Cyprus,CYP,2021-08-22,643.3086
Cyprus,CYP,2021-08-29,676.5028
Cyprus,CYP,2021-09-05,701.1774
Cyprus,CYP,2021-09-12,718.7792
Cyprus,CYP,2021-09-19,734.61273
Cyprus,CYP,2021-09-26,747.39215
Cyprus,CYP,2021-10-03,765.15466
Cyprus,CYP,2021-10-10,776.4873
Cyprus,CYP,2021-10-17,795.0535
Cyprus,CYP,2021-10-24,806.8684
Cyprus,CYP,2021-10-31,813.70013
Cyprus,CYP,2021-11-07,805.2609
Cyprus,CYP,2021-11-14,828.3281
Cyprus,CYP,2021-11-21,861.3616
Cyprus,CYP,2021-11-28,883.3035
Cyprus,CYP,2021-12-05,907.4959
Cyprus,CYP,2021-12-12,924.29395
Cyprus,CYP,2021-12-19,961.34607
Cyprus,CYP,2021-12-26,973.4824
Cyprus,CYP,2022-01-02,1011.19305
Cyprus,CYP,2022-01-09,1052.8234
Cyprus,CYP,2022-01-16,1068.8843
Cyprus,CYP,2022-01-23,1118.9844
Cyprus,CYP,2022-01-30,1135.8444
Cyprus,CYP,2022-02-06,1169.4841
Cyprus,CYP,2022-02-13,1183.3076
Cyprus,CYP,2022-02-20,1204.0029
Cyprus,CYP,2022-02-27,1230.771
Cyprus,CYP,2022-03-06,1230.851
Cyprus,CYP,2022-03-13,1240.3595
Cyprus,CYP,2022-03-20,1263.1323
Cyprus,CYP,2022-03-27,1306.3608
Cyprus,CYP,2022-04-03,1367.0084
Cyprus,CYP,2022-04-10,1406.2416
Cyprus,CYP,2022-04-17,1428.8546
Cyprus,CYP,2022-04-24,1425.4187
Cyprus,CYP,2022-05-01,1435.0872
Cyprus,CYP,2022-05-08,1430.0531
Cyprus,CYP,2022-05-15,1431.5713
Cyprus,CYP,2022-05-22,1445.235
Cyprus,CYP,2022-05-29,1445.6345
Cyprus,CYP,2022-06-05,1439.4819
Cyprus,CYP,2022-06-12,1440.0413
Cyprus,CYP,2022-06-19,1454.6638
Cyprus,CYP,2022-06-26,1443.8767
Cyprus,CYP,2022-07-03,1444.2761
Cyprus,CYP,2022-07-10,1447.5522
Cyprus,CYP,2022-07-17,1470.6447
Cyprus,CYP,2022-07-24,1469.9255
Cyprus,CYP,2022-07-31,1500.6888
Cyprus,CYP,2022-08-07,1501.5677
Cyprus,CYP,2022-08-14,1517.4688
Cyprus,CYP,2022-08-21,1515.7908
Cyprus,CYP,2022-08-28,1512.0353
Cyprus,CYP,2022-09-04,1512.5946
Cyprus,CYP,2022-09-11,1510.9166
Cyprus,CYP,2022-09-18,1511.476
Cyprus,CYP,2022-09-25,1506.6018
Cyprus,CYP,2022-10-02,1512.275
Cyprus,CYP,2022-10-09,1534.7281
Cyprus,CYP,2022-10-16,1525.2196
Cyprus,CYP,2022-10-23,1520.9846
Cyprus,CYP,2022-10-30,1537.3651
Cyprus,CYP,2022-11-06,1554.5446
Cyprus,CYP,2022-11-13,1566.2905
Cyprus,CYP,2022-11-20,1586.3466
Cyprus,CYP,2022-11-27,1592.1797
Cyprus,CYP,2022-12-04,1609.8385
Cyprus,CYP,2022-12-11,1617.7491
Cyprus,CYP,2022-12-18,1630.6138
Cyprus,CYP,2022-12-25,1633.8899
Cyprus,CYP,2023-01-01,1650.6844
Cyprus,CYP,2023-01-08,1665.0479
Cyprus,CYP,2023-01-15,1673.0629
Cyprus,CYP,2023-01-22,1671.2377
Cyprus,CYP,2023-01-29,1671.317
Cyprus,CYP,2023-02-05,1663.4608
Cyprus,CYP,2023-02-12,1662.9053
Cyprus,CYP,2023-02-19,1669.1744
Cyprus,CYP,2023-02-26,1704.4878
Cyprus,CYP,2023-03-05,1729.961
Cyprus,CYP,2023-03-12,1738.6108
Cyprus,CYP,2023-03-19,1740.5948
Cyprus,CYP,2023-03-26,1735.9128
Cyprus,CYP,2023-04-02,1725.5172
Cyprus,CYP,2023-04-09,1718.4545
Cyprus,CYP,2023-04-16,1712.3441
Cyprus,CYP,2023-04-23,1705.7576
Cyprus,CYP,2023-04-30,1709.0111
Cyprus,CYP,2023-05-07,1701.631
Cyprus,CYP,2023-05-14,1699.9645
Cyprus,CYP,2023-05-21,1704.0117
Cyprus,CYP,2023-05-28,1700.4407
Cyprus,CYP,2023-06-04,1692.7432
Cyprus,CYP,2023-06-11,1709.1698
Cyprus,CYP,2023-06-18,1717.3435
Cyprus,CYP,2023-06-25,1713.7725
Cyprus,CYP,2023-07-02,1714.1693
Cyprus,CYP,2023-07-09,1714.2487
Cyprus,CYP,2023-07-16,1714.1693
Cyprus,CYP,2023-07-23,1737.2618
Cyprus,CYP,2023-07-30,1762.259
Cyprus,CYP,2023-08-06,1753.6093
Cyprus,CYP,2023-08-13,1752.7363
Cyprus,CYP,2023-08-20,1762.9733
Cyprus,CYP,2023-08-27,1760.8306
Cyprus,CYP,2023-09-03,1757.4183
Cyprus,CYP,2023-09-10,1756.5454
Cyprus,CYP,2023-09-17,1746.7845
Cyprus,CYP,2023-09-24,1764.9572
Cyprus,CYP,2023-10-01,1763.4493
Cyprus,CYP,2023-10-08,1774.6385
Cyprus,CYP,2023-10-15,1776.305
Cyprus,CYP,2023-10-22,1786.3832
Cyprus,CYP,2023-10-29,1792.335
Cyprus,CYP,2023-11-05,1787.1768
Cyprus,CYP,2023-11-12,1795.6678
Cyprus,CYP,2023-11-19,1786.2245
Cyprus,CYP,2023-11-26,1788.8433
Cyprus,CYP,2023-12-03,1790.5098
Cyprus,CYP,2023-12-10,1788.8433
Cyprus,CYP,2023-12-17,1796.0647
Cyprus,CYP,2023-12-24,1785.8278
Cyprus,CYP,2023-12-31,1801.937
Czechia,CZE,2020-01-05,-9.79968
Czechia,CZE,2020-01-12,-15.535145
Czechia,CZE,2020-01-19,-33.368298
Czechia,CZE,2020-01-26,-42.10445
Czechia,CZE,2020-02-02,-50.11891
Czechia,CZE,2020-02-09,-64.76146
Czechia,CZE,2020-02-16,-79.08116
Czechia,CZE,2020-02-23,-97.48406
Czechia,CZE,2020-03-01,-111.59486
Czechia,CZE,2020-03-08,-126.76918
Czechia,CZE,2020-03-15,-134.2329
Czechia,CZE,2020-03-22,-132.6756
Czechia,CZE,2020-03-29,-127.43391
Czechia,CZE,2020-04-05,-116.475746
Czechia,CZE,2020-04-12,-108.42329
Czechia,CZE,2020-04-19,-106.884964
Czechia,CZE,2020-04-26,-117.99507
Czechia,CZE,2020-05-03,-114.31069
Czechia,CZE,2020-05-10,-120.63492
Czechia,CZE,2020-05-17,-120.48299
Czechia,CZE,2020-05-24,-130.96637
Czechia,CZE,2020-05-31,-144.46942
Czechia,CZE,2020-06-07,-131.5741
Czechia,CZE,2020-06-14,-133.20737
Czechia,CZE,2020-06-21,-130.24467
Czechia,CZE,2020-06-28,-122.837944
Czechia,CZE,2020-07-05,-114.72851
Czechia,CZE,2020-07-12,-117.748184
Czechia,CZE,2020-07-19,-122.26819
Czechia,CZE,2020-07-26,-120.72987
Czechia,CZE,2020-08-02,-106.63809
Czechia,CZE,2020-08-09,-96.81942
Czechia,CZE,2020-08-16,-88.444115
Czechia,CZE,2020-08-23,-79.02427
Czechia,CZE,2020-08-30,-75.814674
Czechia,CZE,2020-09-06,-72.282234
Czechia,CZE,2020-09-13,-64.11583
Czechia,CZE,2020-09-20,-46.13075
Czechia,CZE,2020-09-27,-14.69959
Czechia,CZE,2020-10-04,7.748516
Czechia,CZE,2020-10-11,51.12542
Czechia,CZE,2020-10-18,129.97868
Czechia,CZE,2020-10-25,274.77094
Czechia,CZE,2020-11-01,476.766
Czechia,CZE,2020-11-08,681.7237
Czechia,CZE,2020-11-15,845.2417
Czechia,CZE,2020-11-22,967.96564
Czechia,CZE,2020-11-29,1066.3804
Czechia,CZE,2020-12-06,1155.508
Czechia,CZE,2020-12-13,1241.0654
Czechia,CZE,2020-12-20,1333.7826
Czechia,CZE,2020-12-27,1421.448
Czechia,CZE,2021-01-03,1540.9369
Czechia,CZE,2021-01-10,1676.3792
Czechia,CZE,2021-01-17,1804.9523
Czechia,CZE,2021-01-24,1914.5544
Czechia,CZE,2021-01-31,2010.247
Czechia,CZE,2021-02-07,2087.444
Czechia,CZE,2021-02-14,2174.9355
Czechia,CZE,2021-02-21,2262.0845
Czechia,CZE,2021-02-28,2364.1704
Czechia,CZE,2021-03-07,2497.0059
Czechia,CZE,2021-03-14,2645.4253
Czechia,CZE,2021-03-21,2783.113
Czechia,CZE,2021-03-28,2892.2583
Czechia,CZE,2021-04-04,3000.0527
Czechia,CZE,2021-04-11,3069.3342
Czechia,CZE,2021-04-18,3113.6318
Czechia,CZE,2021-04-25,3150.5464
Czechia,CZE,2021-05-02,3179.8306
Czechia,CZE,2021-05-09,3200.8186
Czechia,CZE,2021-05-16,3216.7263
Czechia,CZE,2021-05-23,3218.0012
Czechia,CZE,2021-05-30,3209.9521
Czechia,CZE,2021-06-06,3206.0134
Czechia,CZE,2021-06-13,3201.5989
Czechia,CZE,2021-06-20,3205.4617
Czechia,CZE,2021-06-27,3205.1763
Czechia,CZE,2021-07-04,3192.6936
Czechia,CZE,2021-07-11,3182.723
Czechia,CZE,2021-07-18,3181.296
Czechia,CZE,2021-07-25,3172.562
Czechia,CZE,2021-08-01,3174.5598
Czechia,CZE,2021-08-08,3157.3584
Czechia,CZE,2021-08-15,3153.0962
Czechia,CZE,2021-08-22,3140.7278
Czechia,CZE,2021-08-29,3134.639
Czechia,CZE,2021-09-05,3133.2688
Czechia,CZE,2021-09-12,3138.882
Czechia,CZE,2021-09-19,3149.1382
Czechia,CZE,2021-09-26,3154.1997
Czechia,CZE,2021-10-03,3154.0857
Czechia,CZE,2021-10-10,3149.633
Czechia,CZE,2021-10-17,3154.447
Czechia,CZE,2021-10-24,3171.6865
Czechia,CZE,2021-10-31,3212.9397
Czechia,CZE,2021-11-07,3267.931
Czechia,CZE,2021-11-14,3343.016
Czechia,CZE,2021-11-21,3428.909
Czechia,CZE,2021-11-28,3532.5364
Czechia,CZE,2021-12-05,3650.625
Czechia,CZE,2021-12-12,3764.261
Czechia,CZE,2021-12-19,3851.2957
Czechia,CZE,2021-12-26,3913.8223
Czechia,CZE,2022-01-02,3964.288
Czechia,CZE,2022-01-09,3975.3706
Czechia,CZE,2022-01-16,3988.6257
Czechia,CZE,2022-01-23,3978.8774
Czechia,CZE,2022-01-30,3970.7297
Czechia,CZE,2022-02-06,3985.0332
Czechia,CZE,2022-02-13,3998.2122
Czechia,CZE,2022-02-20,4002.3765
Czechia,CZE,2022-02-27,3995.1057
Czechia,CZE,2022-03-06,3982.5176
Czechia,CZE,2022-03-13,3973.2456
Czechia,CZE,2022-03-20,3963.6113
Czechia,CZE,2022-03-27,3974.5605
Czechia,CZE,2022-04-03,3996.735
Czechia,CZE,2022-04-10,4014.0688
Czechia,CZE,2022-04-17,4025.1514
Czechia,CZE,2022-04-24,4041.7036
Czechia,CZE,2022-05-01,4047.2783
Czechia,CZE,2022-05-08,4062.4585
Czechia,CZE,2022-05-15,4070.8347
Czechia,CZE,2022-05-22,4068.7478
Czechia,CZE,2022-05-29,4052.6528
Czechia,CZE,2022-06-05,4046.678
Czechia,CZE,2022-06-12,4049.47
Czechia,CZE,2022-06-19,4044.1624
Czechia,CZE,2022-06-26,4039.7502
Czechia,CZE,2022-07-03,4051.9954
Czechia,CZE,2022-07-10,4034.6426
Czechia,CZE,2022-07-17,4024.7988
Czechia,CZE,2022-07-24,4048.136
Czechia,CZE,2022-07-31,4056.0166
Czechia,CZE,2022-08-07,4064.6787
Czechia,CZE,2022-08-14,4070.9585
Czechia,CZE,2022-08-21,4075.9805
Czechia,CZE,2022-08-28,4082.6223
Czechia,CZE,2022-09-04,4082.1746
Czechia,CZE,2022-09-11,4094.4387
Czechia,CZE,2022-09-18,4112.306
Czechia,CZE,2022-09-25,4133.4517
Czechia,CZE,2022-10-02,4158.1797
Czechia,CZE,2022-10-09,4179.516
Czechia,CZE,2022-10-16,4194.2197
Czechia,CZE,2022-10-23,4208.8853
Czechia,CZE,2022-10-30,4221.1113
Czechia,CZE,2022-11-06,4223.3696
Czechia,CZE,2022-11-13,4233.08
Czechia,CZE,2022-11-20,4237.0347
Czechia,CZE,2022-11-27,4244.553
Czechia,CZE,2022-12-04,4268.6523
Czechia,CZE,2022-12-11,4291.1514
Czechia,CZE,2022-12-18,4336.463
Czechia,CZE,2022-12-25,4400.776
Czechia,CZE,2023-01-01,4474.518
Czechia,CZE,2023-01-08,4519.119
Czechia,CZE,2023-01-15,4536.3555
Czechia,CZE,2023-01-22,4536.9746
Czechia,CZE,2023-01-29,4520.329
Czechia,CZE,2023-02-05,4504.694
Czechia,CZE,2023-02-12,4478.7866
Czechia,CZE,2023-02-19,4453.3945
Czechia,CZE,2023-02-26,4424.191
Czechia,CZE,2023-03-05,4399.294
Czechia,CZE,2023-03-12,4381.6196
Czechia,CZE,2023-03-19,4360.915
Czechia,CZE,2023-03-26,4351.0723
Czechia,CZE,2023-04-02,4339.7817
Czechia,CZE,2023-04-09,4325.461
Czechia,CZE,2023-04-16,4325.7563
Czechia,CZE,2023-04-23,4323.9937
Czechia,CZE,2023-04-30,4310.683
Czechia,CZE,2023-05-07,4309.0728
Czechia,CZE,2023-05-14,4294.9424
Czechia,CZE,2023-05-21,4290.0737
Czechia,CZE,2023-05-28,4277.5825
Czechia,CZE,2023-06-04,4259.8696
Czechia,CZE,2023-06-11,4252.924
Czechia,CZE,2023-06-18,4242.452
Czechia,CZE,2023-06-25,4248.312
Czechia,CZE,2023-07-02,4235.6685
Czechia,CZE,2023-07-09,4225.2544
Czechia,CZE,2023-07-16,4223.015
Czechia,CZE,2023-07-23,4209.4565
Czechia,CZE,2023-07-30,4183.8735
Czechia,CZE,2023-08-06,4159.453
Czechia,CZE,2023-08-13,4146.5615
Czechia,CZE,2023-08-20,4143.656
Czechia,CZE,2023-08-27,4156.09
Czechia,CZE,2023-09-03,4142.379
Czechia,CZE,2023-09-10,4129.1826
Czechia,CZE,2023-09-17,4120.8267
Czechia,CZE,2023-09-24,4114.414
Czechia,CZE,2023-10-01,4098.4355
Czechia,CZE,2023-10-08,4084.591
Czechia,CZE,2023-10-15,4083.7432
Czechia,CZE,2023-10-22,4084.858
Czechia,CZE,2023-10-29,4088.774
Czechia,CZE,2023-11-05,4087.7734
Czechia,CZE,2023-11-12,4090.4128
Czechia,CZE,2023-11-19,4104.0664
Czechia,CZE,2023-11-26,4114.7095
Czechia,CZE,2023-12-03,4132.3076
Czechia,CZE,2023-12-10,4154.689
Czechia,CZE,2023-12-17,4171.773
Czechia,CZE,2023-12-24,4186.4175
Czechia,CZE,2023-12-31,4199.328
Denmark,DNK,2020-01-05,-5.904937
Denmark,DNK,2020-01-12,-5.046662
Denmark,DNK,2020-01-19,-15.586284
Denmark,DNK,2020-01-26,-32.23682
Denmark,DNK,2020-02-02,-46.86182
Denmark,DNK,2020-02-09,-62.276447
Denmark,DNK,2020-02-16,-86.03351
Denmark,DNK,2020-02-23,-112.15939
Denmark,DNK,2020-03-01,-144.32755
Denmark,DNK,2020-03-08,-168.11893
Denmark,DNK,2020-03-15,-189.09517
Denmark,DNK,2020-03-22,-191.18935
Denmark,DNK,2020-03-29,-191.73863
Denmark,DNK,2020-04-05,-179.65411
Denmark,DNK,2020-04-12,-172.03262
Denmark,DNK,2020-04-19,-168.15323
Denmark,DNK,2020-04-26,-155.65675
Denmark,DNK,2020-05-03,-158.54056
Denmark,DNK,2020-05-10,-161.42438
Denmark,DNK,2020-05-17,-170.3161
Denmark,DNK,2020-05-24,-171.03705
Denmark,DNK,2020-05-31,-176.3927
Denmark,DNK,2020-06-07,-183.1559
Denmark,DNK,2020-06-14,-183.84253
Denmark,DNK,2020-06-21,-192.73425
Denmark,DNK,2020-06-28,-188.5802
Denmark,DNK,2020-07-05,-184.56346
Denmark,DNK,2020-07-12,-187.27562
Denmark,DNK,2020-07-19,-180.75273
Denmark,DNK,2020-07-26,-191.94464
Denmark,DNK,2020-08-02,-194.14182
Denmark,DNK,2020-08-09,-199.18848
Denmark,DNK,2020-08-16,-195.96136
Denmark,DNK,2020-08-23,-196.68231
Denmark,DNK,2020-08-30,-199.77211
Denmark,DNK,2020-09-06,-197.54059
Denmark,DNK,2020-09-13,-196.8883
Denmark,DNK,2020-09-20,-181.98865
Denmark,DNK,2020-09-27,-187.99658
Denmark,DNK,2020-10-04,-188.75186
Denmark,DNK,2020-10-11,-203.13655
Denmark,DNK,2020-10-18,-203.9605
Denmark,DNK,2020-10-25,-189.85045
Denmark,DNK,2020-11-01,-196.30467
Denmark,DNK,2020-11-08,-196.37334
Denmark,DNK,2020-11-15,-187.99657
Denmark,DNK,2020-11-22,-182.36627
Denmark,DNK,2020-11-29,-178.04057
Denmark,DNK,2020-12-06,-179.03618
Denmark,DNK,2020-12-13,-179.99745
Denmark,DNK,2020-12-20,-147.89796
Denmark,DNK,2020-12-27,-127.67699
Denmark,DNK,2021-01-03,-98.90255
Denmark,DNK,2021-01-10,-86.51838
Denmark,DNK,2021-01-17,-76.62812
Denmark,DNK,2021-01-24,-54.849052
Denmark,DNK,2021-01-31,-41.54247
Denmark,DNK,2021-02-07,-38.689846
Denmark,DNK,2021-02-14,-49.77582
Denmark,DNK,2021-02-21,-74.62958
Denmark,DNK,2021-02-28,-113.285286
Denmark,DNK,2021-03-07,-155.73311
Denmark,DNK,2021-03-14,-182.67082
Denmark,DNK,2021-03-21,-222.0098
Denmark,DNK,2021-03-28,-243.92552
Denmark,DNK,2021-04-04,-269.94083
Denmark,DNK,2021-04-11,-290.55835
Denmark,DNK,2021-04-18,-304.1724
Denmark,DNK,2021-04-25,-305.11188
Denmark,DNK,2021-05-02,-306.70047
Denmark,DNK,2021-05-09,-298.99664
Denmark,DNK,2021-05-16,-300.3461
Denmark,DNK,2021-05-23,-294.17966
Denmark,DNK,2021-05-30,-290.1313
Denmark,DNK,2021-06-06,-286.4246
Denmark,DNK,2021-06-13,-279.33572
Denmark,DNK,2021-06-20,-281.74423
Denmark,DNK,2021-06-27,-282.4104
Denmark,DNK,2021-07-04,-266.84906
Denmark,DNK,2021-07-11,-271.40985
Denmark,DNK,2021-07-18,-255.67769
Denmark,DNK,2021-07-25,-246.6415
Denmark,DNK,2021-08-01,-240.20174
Denmark,DNK,2021-08-08,-218.32018
Denmark,DNK,2021-08-15,-203.20294
Denmark,DNK,2021-08-22,-192.32196
Denmark,DNK,2021-08-29,-182.9783
Denmark,DNK,2021-09-05,-170.86743
Denmark,DNK,2021-09-12,-151.92392
Denmark,DNK,2021-09-19,-141.72618
Denmark,DNK,2021-09-26,-133.91988
Denmark,DNK,2021-10-03,-113.43902
Denmark,DNK,2021-10-10,-104.300354
Denmark,DNK,2021-10-17,-82.247986
Denmark,DNK,2021-10-24,-63.953575
Denmark,DNK,2021-10-31,-44.46345
Denmark,DNK,2021-11-07,-24.939154
Denmark,DNK,2021-11-14,-6.9180455
Denmark,DNK,2021-11-21,5.6710997
Denmark,DNK,2021-11-28,31.242275
Denmark,DNK,2021-12-05,53.977905
Denmark,DNK,2021-12-12,78.76333
Denmark,DNK,2021-12-19,104.43701
Denmark,DNK,2021-12-26,136.87502
Denmark,DNK,2022-01-02,165.24263
Denmark,DNK,2022-01-09,195.58812
Denmark,DNK,2022-01-16,203.22124
Denmark,DNK,2022-01-23,207.72632
Denmark,DNK,2022-01-30,212.8094
Denmark,DNK,2022-02-06,214.45842
Denmark,DNK,2022-02-13,230.11566
Denmark,DNK,2022-02-20,238.53079
Denmark,DNK,2022-02-27,246.63992
Denmark,DNK,2022-03-06,246.38492
Denmark,DNK,2022-03-13,246.77592
Denmark,DNK,2022-03-20,243.49487
Denmark,DNK,2022-03-27,252.114
Denmark,DNK,2022-04-03,262.77316
Denmark,DNK,2022-04-10,278.2944
Denmark,DNK,2022-04-17,285.14554
Denmark,DNK,2022-04-24,286.25055
Denmark,DNK,2022-05-01,302.5198
Denmark,DNK,2022-05-08,304.23682
Denmark,DNK,2022-05-15,296.6037
Denmark,DNK,2022-05-22,304.6108
Denmark,DNK,2022-05-29,300.47977
Denmark,DNK,2022-06-05,306.37885
Denmark,DNK,2022-06-12,310.5439
Denmark,DNK,2022-06-19,312.73697
Denmark,DNK,2022-06-26,328.9042
Denmark,DNK,2022-07-03,354.42163
Denmark,DNK,2022-07-10,360.4227
Denmark,DNK,2022-07-17,364.00977
Denmark,DNK,2022-07-24,379.803
Denmark,DNK,2022-07-31,386.55212
Denmark,DNK,2022-08-07,399.3193
Denmark,DNK,2022-08-14,410.7945
Denmark,DNK,2022-08-21,436.92392
Denmark,DNK,2022-08-28,453.8732
Denmark,DNK,2022-09-04,454.1962
Denmark,DNK,2022-09-11,464.54938
Denmark,DNK,2022-09-18,464.83838
Denmark,DNK,2022-09-25,467.84744
Denmark,DNK,2022-10-02,479.90063
Denmark,DNK,2022-10-09,500.21594
Denmark,DNK,2022-10-16,507.54306
Denmark,DNK,2022-10-23,526.60034
Denmark,DNK,2022-10-30,538.34753
Denmark,DNK,2022-11-06,535.1685
Denmark,DNK,2022-11-13,542.73364
Denmark,DNK,2022-11-20,542.0026
Denmark,DNK,2022-11-27,554.8718
Denmark,DNK,2022-12-04,567.469
Denmark,DNK,2022-12-11,580.7462
Denmark,DNK,2022-12-18,621.42786
Denmark,DNK,2022-12-25,674.96173
Denmark,DNK,2023-01-01,717.48663
Denmark,DNK,2023-01-08,748.36176
Denmark,DNK,2023-01-15,768.9846
Denmark,DNK,2023-01-22,772.9603
Denmark,DNK,2023-01-29,770.5749
Denmark,DNK,2023-02-05,763.92615
Denmark,DNK,2023-02-12,750.9163
Denmark,DNK,2023-02-19,738.1434
Denmark,DNK,2023-02-26,732.00214
Denmark,DNK,2023-03-05,711.7853
Denmark,DNK,2023-03-12,706.59155
Denmark,DNK,2023-03-19,699.0969
Denmark,DNK,2023-03-26,691.0947
Denmark,DNK,2023-04-02,684.27686
Denmark,DNK,2023-04-09,692.9557
Denmark,DNK,2023-04-16,693.17566
Denmark,DNK,2023-04-23,702.2267
Denmark,DNK,2023-04-30,714.1876
Denmark,DNK,2023-05-07,714.03534
Denmark,DNK,2023-05-14,725.2181
Denmark,DNK,2023-05-21,728.6185
Denmark,DNK,2023-05-28,726.1993
Denmark,DNK,2023-06-04,719.7197
Denmark,DNK,2023-06-11,717.605
Denmark,DNK,2023-06-18,717.75726
Denmark,DNK,2023-06-25,724.7105
Denmark,DNK,2023-07-02,717.28357
Denmark,DNK,2023-07-09,729.5152
Denmark,DNK,2023-07-16,741.54376
Denmark,DNK,2023-07-23,738.82
Denmark,DNK,2023-07-30,736.90826
Denmark,DNK,2023-08-06,736.2485
Denmark,DNK,2023-08-13,739.2091
Denmark,DNK,2023-08-20,742.7111
Denmark,DNK,2023-08-27,738.2617
Denmark,DNK,2023-09-03,741.62836
Denmark,DNK,2023-09-10,761.23615
Denmark,DNK,2023-09-17,767.2759
Denmark,DNK,2023-09-24,764.6874
Denmark,DNK,2023-10-01,770.59174
Denmark,DNK,2023-10-08,771.0147
Denmark,DNK,2023-10-15,774.41516
Denmark,DNK,2023-10-22,779.67664
Denmark,DNK,2023-10-29,790.6902
Denmark,DNK,2023-11-05,817.30194
Denmark,DNK,2023-11-12,827.1989
Denmark,DNK,2023-11-19,838.1448
Denmark,DNK,2023-11-26,847.0605
Denmark,DNK,2023-12-03,864.3336
